LAMMPS   data file
    259 atoms
    205 bonds
    4 atom types
    1 bond types

0.000 5.000  xlo xhi
0.000 5.000  ylo yhi
0.000 9.000  zlo zhi

Masses

    1   1.000000
    2   1.000000
    3   1.000000
    4   1.000000

 Atoms

	  132	   22	    2	   3.000	   3.951	   0.983
	  133	   23	    2	   3.907	   4.084	   1.880
	  134	   23	    2	   4.848	   3.812	   2.559
	  135	   23	    2	   4.384	   3.752	   3.568
	  136	   23	    2	   0.734	   4.021	   4.272
	  137	   23	    2	   4.365	   0.524	   5.215
	  138	   23	    2	   0.585	   1.578	   4.684
	  139	   24	    2	   4.167	   4.815	   8.874
	  140	   24	    2	   4.945	   4.521	   0.756
	  141	   24	    2	   3.401	   4.608	   0.064
	  142	   24	    2	   3.781	   0.303	   0.594
	  143	   24	    2	   2.284	   2.450	   0.220
	  144	   24	    2	   3.840	   2.914	   8.297
	  145	   25	    2	   0.766	   4.059	   6.797
	  146	   25	    2	   0.607	   3.345	   6.941
	  147	   25	    2	   0.951	   3.061	   7.308
	  148	   25	    2	   4.570	   2.297	   7.401
	  149	   25	    2	   0.467	   1.274	   7.905
	  150	   25	    2	   2.045	   1.712	   7.746
	  151	   26	    2	   4.539	   1.210	   8.768
	  152	   26	    2	   1.029	   4.786	   0.430
	  153	   26	    2	   1.711	   1.699	   8.197
	  154	   26	    2	   1.455	   1.760	   6.663
	  155	   26	    2	   1.710	   2.688	   5.924
	  156	   26	    2	   1.157	   0.439	   7.268
	  157	   27	    2	   0.287	   0.287	   0.130
	  158	   27	    2	   4.542	   2.429	   1.614
	  159	   27	    2	   4.344	   2.788	   1.032
	  160	   27	    2	   4.891	   2.248	   1.622
	  161	   27	    2	   1.815	   2.704	   1.380
	  162	   27	    2	   0.705	   2.629	   1.767
	  163	   28	    2	   4.685	   0.127	   1.902
	  164	   28	    2	   0.312	   2.127	   2.147
	  165	   28	    2	   0.273	   3.278	   3.738
	  166	   28	    2	   4.180	   3.173	   3.553
	  167	   28	    2	   4.799	   3.630	   2.608
	  168	   28	    2	   0.609	   0.086	   2.551
	  169	   29	    2	   1.273	   4.558	   0.129
	  170	   29	    2	   0.250	   3.708	   1.649
	  171	   29	    2	   0.657	   0.692	   1.244
	  172	   29	    2	   1.178	   1.948	   2.234
	  173	   29	    2	   1.242	   1.933	   2.711
	  174	   29	    2	   1.403	   1.352	   2.926
	  175	   30	    3	   1.885	   3.067	   6.545
	  176	   30	    4	   3.519	   2.964	   6.753
	  177	   30	    1	   4.014	   2.933	   6.817
	  178	   30	    1	   4.509	   2.902	   6.880
	  179	   30	    1	   0.004	   2.871	   6.943
	  180	   30	    4	   2.292	   2.529	   8.051
	  181	   30	    1	   2.415	   2.366	   8.507
	  182	   30	    1	   2.538	   2.203	   8.963
	  183	   30	    1	   2.661	   2.040	   0.420
	  184	   30	    4	   2.946	   2.529	   5.401
	  185	   30	    1	   3.267	   2.367	   5.054
	  186	   30	    1	   3.589	   2.204	   4.707
	  187	   30	    1	   3.910	   2.041	   4.361
	  188	   30	    4	   0.258	   3.013	   6.810
	  189	   30	    1	   4.765	   2.997	   6.891
	  190	   30	    1	   4.271	   2.980	   6.971
	  191	   30	    1	   3.778	   2.964	   7.052
	  192	   31	    3	   2.671	   2.355	   6.133
	  193	   31	    4	   2.807	   2.958	   4.604
	  194	   31	    1	   2.848	   3.141	   4.140
	  195	   31	    1	   2.890	   3.324	   3.677
	  196	   31	    1	   2.931	   3.507	   3.213
	  197	   31	    4	   1.763	   2.736	   7.457
	  198	   31	    1	   1.488	   2.852	   7.859
	  199	   31	    1	   1.213	   2.967	   8.260
	  200	   31	    1	   0.937	   3.083	   8.661
	  201	   31	    4	   4.185	   2.970	   6.357
	  202	   31	    1	   4.644	   3.157	   6.425
	  203	   31	    1	   0.103	   3.343	   6.492
	  204	   31	    1	   0.562	   3.530	   6.560
	  205	   31	    4	   3.093	   0.909	   5.459
	  206	   31	    1	   3.221	   0.471	   5.255
	  207	   31	    1	   3.349	   0.033	   5.051
	  208	   31	    1	   3.477	   4.595	   4.846
	  209	   32	    3	   1.835	   1.791	   4.414
	  210	   32	    4	   1.665	   0.591	   5.533
	  211	   32	    1	   1.614	   0.228	   5.872
	  212	   32	    1	   1.562	   4.864	   6.212
	  213	   32	    1	   1.511	   4.500	   6.551
	  214	   32	    4	   0.722	   1.160	   3.371
	  215	   32	    1	   0.385	   0.969	   3.055
	  216	   32	    1	   0.048	   0.777	   2.740
	  217	   32	    1	   4.711	   0.586	   2.424
	  218	   32	    4	   2.202	   2.225	   5.963
	  219	   32	    1	   2.313	   2.356	   6.432
	  220	   32	    1	   2.424	   2.488	   6.902
	  221	   32	    1	   2.536	   2.619	   7.371
	  222	   32	    4	   3.149	   0.796	   4.485
	  223	   32	    1	   3.547	   0.494	   4.507
	  224	   32	    1	   3.945	   0.193	   4.528
	  225	   32	    1	   4.343	   4.891	   4.550
	  226	   33	    3	   1.473	   3.657	   3.430
	  227	   33	    4	   4.849	   3.877	   3.235
	  228	   33	    1	   4.357	   3.944	   3.176
	  229	   33	    1	   3.865	   4.011	   3.116
	  230	   33	    1	   3.373	   4.078	   3.057
	  231	   33	    4	   2.104	   0.049	   4.052
	  232	   33	    1	   2.295	   0.470	   4.241
	  233	   33	    1	   2.486	   0.892	   4.429
	  234	   33	    1	   2.678	   1.314	   4.618
	  235	   33	    4	   4.942	   4.137	   3.044
	  236	   33	    1	   4.478	   4.282	   2.927
	  237	   33	    1	   4.014	   4.428	   2.809
	  238	   33	    1	   3.551	   4.573	   2.692
	  239	   33	    4	   0.177	   4.367	   4.164
	  240	   33	    1	   4.784	   4.582	   4.386
	  241	   33	    1	   4.391	   4.797	   4.609
	  242	   33	    1	   3.998	   0.012	   4.831
	  243	   34	    3	   3.678	   2.513	   3.781
	  244	   34	    4	   3.194	   1.269	   2.811
	  245	   34	    1	   3.047	   0.892	   2.518
	  246	   34	    1	   2.901	   0.515	   2.224
	  247	   34	    1	   2.754	   0.137	   1.930
	  248	   34	    4	   2.227	   2.676	   4.550
	  249	   34	    1	   1.787	   2.726	   4.783
	  250	   34	    1	   1.348	   2.775	   5.016
	  251	   34	    1	   0.908	   2.825	   5.249
	  252	   34	    4	   2.607	   3.349	   2.845
	  253	   34	    1	   2.283	   3.603	   2.561
	  254	   34	    1	   1.958	   3.856	   2.278
	  255	   34	    1	   1.634	   4.110	   1.994
	  256	   34	    4	   2.211	   2.667	   4.521
	  257	   34	    1	   1.766	   2.714	   4.745
	  258	   34	    1	   1.322	   2.760	   4.969
	  259	   34	    1	   0.877	   2.807	   5.193

Bonds

	    1	    1	    2	    1
	    2	    1	    3	    2
	    3	    1	    4	    3
	    4	    1	    5	    4
	    5	    1	    6	    5
	    6	    1	    8	    7
	    7	    1	    9	    8
	    8	    1	   10	    9
	    9	    1	   11	   10
	   10	    1	   12	   11
	   11	    1	   14	   13
	   12	    1	   15	   14
	   13	    1	   16	   15
	   14	    1	   17	   16
	   15	    1	   18	   17
	   16	    1	   20	   19
	   17	    1	   21	   20
	   18	    1	   22	   21
	   19	    1	   23	   22
	   20	    1	   24	   23
	   21	    1	   26	   25
	   22	    1	   27	   26
	   23	    1	   28	   27
	   24	    1	   29	   28
	   25	    1	   30	   29
	   26	    1	   32	   31
	   27	    1	   33	   32
	   28	    1	   34	   33
	   29	    1	   35	   34
	   30	    1	   36	   35
	   31	    1	   38	   37
	   32	    1	   39	   38
	   33	    1	   40	   39
	   34	    1	   41	   40
	   35	    1	   42	   41
	   36	    1	   44	   43
	   37	    1	   45	   44
	   38	    1	   46	   45
	   39	    1	   47	   46
	   40	    1	   48	   47
	   41	    1	   50	   49
	   42	    1	   51	   50
	   43	    1	   52	   51
	   44	    1	   53	   52
	   45	    1	   54	   53
	   46	    1	   56	   55
	   47	    1	   57	   56
	   48	    1	   58	   57
	   49	    1	   59	   58
	   50	    1	   60	   59
	   51	    1	   62	   61
	   52	    1	   63	   62
	   53	    1	   64	   63
	   54	    1	   65	   64
	   55	    1	   66	   65
	   56	    1	   68	   67
	   57	    1	   69	   68
	   58	    1	   70	   69
	   59	    1	   71	   70
	   60	    1	   72	   71
	   61	    1	   74	   73
	   62	    1	   75	   74
	   63	    1	   76	   75
	   64	    1	   77	   76
	   65	    1	   78	   77
	   66	    1	   80	   79
	   67	    1	   81	   80
	   68	    1	   82	   81
	   69	    1	   83	   82
	   70	    1	   84	   83
	   71	    1	   86	   85
	   72	    1	   87	   86
	   73	    1	   88	   87
	   74	    1	   89	   88
	   75	    1	   90	   89
	   76	    1	   92	   91
	   77	    1	   93	   92
	   78	    1	   94	   93
	   79	    1	   95	   94
	   80	    1	   96	   95
	   81	    1	   98	   97
	   82	    1	   99	   98
	   83	    1	  100	   99
	   84	    1	  101	  100
	   85	    1	  102	  101
	   86	    1	  104	  103
	   87	    1	  105	  104
	   88	    1	  106	  105
	   89	    1	  107	  106
	   90	    1	  108	  107
	   91	    1	  110	  109
	   92	    1	  111	  110
	   93	    1	  112	  111
	   94	    1	  113	  112
	   95	    1	  114	  113
	   96	    1	  116	  115
	   97	    1	  117	  116
	   98	    1	  118	  117
	   99	    1	  119	  118
	  100	    1	  120	  119
	  101	    1	  122	  121
	  102	    1	  123	  122
	  103	    1	  124	  123
	  104	    1	  125	  124
	  105	    1	  126	  125
	  106	    1	  128	  127
	  107	    1	  129	  128
	  108	    1	  130	  129
	  109	    1	  131	  130
	  110	    1	  132	  131
	  111	    1	  134	  133
	  112	    1	  135	  134
	  113	    1	  136	  135
	  114	    1	  137	  136
	  115	    1	  138	  137
	  116	    1	  140	  139
	  117	    1	  141	  140
	  118	    1	  142	  141
	  119	    1	  143	  142
	  120	    1	  144	  143
	  121	    1	  146	  145
	  122	    1	  147	  146
	  123	    1	  148	  147
	  124	    1	  149	  148
	  125	    1	  150	  149
	  126	    1	  152	  151
	  127	    1	  153	  152
	  128	    1	  154	  153
	  129	    1	  155	  154
	  130	    1	  156	  155
	  131	    1	  158	  157
	  132	    1	  159	  158
	  133	    1	  160	  159
	  134	    1	  161	  160
	  135	    1	  162	  161
	  136	    1	  164	  163
	  137	    1	  165	  164
	  138	    1	  166	  165
	  139	    1	  167	  166
	  140	    1	  168	  167
	  141	    1	  170	  169
	  142	    1	  171	  170
	  143	    1	  172	  171
	  144	    1	  173	  172
	  145	    1	  174	  173
	  146	    1	  177	  176
	  147	    1	  178	  177
	  148	    1	  179	  178
	  149	    1	  181	  180
	  150	    1	  182	  181
	  151	    1	  183	  182
	  152	    1	  185	  184
	  153	    1	  186	  185
	  154	    1	  187	  186
	  155	    1	  189	  188
	  156	    1	  190	  189
	  157	    1	  191	  190
	  158	    1	  194	  193
	  159	    1	  195	  194
	  160	    1	  196	  195
	  161	    1	  198	  197
	  162	    1	  199	  198
	  163	    1	  200	  199
	  164	    1	  202	  201
	  165	    1	  203	  202
	  166	    1	  204	  203
	  167	    1	  206	  205
	  168	    1	  207	  206
	  169	    1	  208	  207
	  170	    1	  211	  210
	  171	    1	  212	  211
	  172	    1	  213	  212
	  173	    1	  215	  214
	  174	    1	  216	  215
	  175	    1	  217	  216
	  176	    1	  219	  218
	  177	    1	  220	  219
	  178	    1	  221	  220
	  179	    1	  223	  222
	  180	    1	  224	  223
	  181	    1	  225	  224
	  182	    1	  228	  227
	  183	    1	  229	  228
	  184	    1	  230	  229
	  185	    1	  232	  231
	  186	    1	  233	  232
	  187	    1	  234	  233
	  188	    1	  236	  235
	  189	    1	  237	  236
	  190	    1	  238	  237
	  191	    1	  240	  239
	  192	    1	  241	  240
	  193	    1	  242	  241
	  194	    1	  245	  244
	  195	    1	  246	  245
	  196	    1	  247	  246
	  197	    1	  249	  248
	  198	    1	  250	  249
	  199	    1	  251	  250
	  200	    1	  253	  252
	  201	    1	  254	  253
	  202	    1	  255	  254
	  203	    1	  257	  256
	  204	    1	  258	  257
	  205	    1	  259	  258
